ticker,total_score,roe_score,roic_score,margin_score,trend_score,health_score,cash_score,pass,current_price,intrinsic_value,gap_pct,recommendation,avg_roe,avg_roic,avg_net_margin,avg_fcf_margin,debt_ratio,eps_cagr,years_data,trust_grade,trust_grade_text,trust_grade_stars,pass_reason,valuation_reason
CAH,22,0,0,5,0,15,2,FAIL,209.12,51.6,-75.32517214996174,WAIT,9.623666083884702,1.0902000466847483,0.18015890105402993,1.2386958472667753,-2004.8903272204243,0.0,4,1,1등급,★★★★★,,
DLR,22,0,0,8,0,4,10,FAIL,164.0399,43.77409214709609,-73.31497267000522,WAIT,3.311461612317899,2.3940555265974695,12.073212016711173,35.308742706462354,103.59617958372564,19.364096824042832,3,2,2등급,★★★★☆,,
BSX,22,0,0,5,0,10,7,FAIL,93.69,122.1601659259259,30.387625067697616,BUY,6.916700979022344,4.517149888029187,9.253767004741164,11.096089026994564,79.8897565457051,66.66666666666667,3,2,2등급,★★★★☆,,
DDOG,22,0,0,3,0,9,10,FAIL,142.01,4.16,-97.0706288289557,WAIT,1.8704080424743807,1.23496118123079,2.0442575193859054,26.018503901616782,113.13799959695885,0.0,3,2,2등급,★★★★☆,,
MRK,22,0,0,7,0,5,10,FAIL,107.04,86.8006377634445,-18.9082233151677,WAIT,23.166613527799125,10.077743582060085,17.25782008284339,22.739426197716497,152.73033489516982,8.645537826766049,3,2,2등급,★★★★☆,,
TKO,21,0,0,7,0,4,10,FAIL,196.0,0.16000000000000003,-99.91836734693878,WAIT,24.45625776071708,6.773011313358452,15.577082166079379,28.702819221423237,97.32052349742351,0.0,3,2,2등급,★★★★☆,,
KHC,21,0,0,10,0,7,4,FAIL,23.655,29.231864808381278,23.57583939286103,BUY,5.399311508735104,4.606645316225566,10.08524272231591,9.556887388329917,79.21520788858392,8.777114932251685,3,2,2등급,★★★★☆,,
ARE,21,0,0,6,0,5,10,FAIL,55.94,14.4,-74.25813371469432,WAIT,1.7053165024929031,1.8676630823928342,11.495360654312906,52.31404531332817,84.5712587627666,0.0,3,2,2등급,★★★★☆,,
XYL,21,0,0,5,0,12,4,FAIL,133.67,163.79633743455662,22.537845017248923,BUY,8.171307053116536,4.916260410686751,8.364519896288165,8.571527401284033,52.72505168201466,36.464094103877144,3,2,2등급,★★★★☆,,
VMC,21,0,0,10,0,7,4,FAIL,297.44,228.04544839593146,-23.330605030953652,WAIT,10.670031430522505,6.298142217809119,10.718015253357665,8.908060541078248,110.39218584485009,26.068518916170902,3,2,2등급,★★★★☆,,
FRT,21,0,0,11,0,0,10,FAIL,101.69,27.360000000000003,-73.09469957714623,WAIT,10.1181295868264,5.852009181602788,27.121037758688633,19.396601300700144,160.81273328175044,0.0,3,2,2등급,★★★★☆,,
BRK-B,21,0,0,5,0,12,4,FAIL,473.33,330.133496,-30.25299558447595,WAIT,8.680417486368823,5.226576519998923,11.05291079888672,6.2887569790001265,77.34073745549519,0.0,3,2,2등급,★★★★☆,,
EG,21,0,0,6,0,5,10,FAIL,326.645,1782.4487982232026,445.68378460506136,BUY,12.01089907423839,3.2809077459342486,10.141192155817649,30.445801230731337,306.0319976938599,44.64321272073266,3,2,2등급,★★★★☆,,
ORCL,20,0,0,12,0,1,7,FAIL,177.865,126.60016329890819,-28.822329688860552,WAIT,216.3896909433837,9.038327221447885,18.5725968813051,12.602563308235244,720.7080338369761,21.66273137456358,4,1,1등급,★★★★★,,
WY,20,0,0,6,0,7,7,FAIL,26.195,4.32,-83.50830311128078,WAIT,9.920071733383622,7.47730329024311,11.650675140014428,14.790466936697575,70.105956177348,0.0,3,2,2등급,★★★★☆,,
WELL,20,0,0,3,0,7,10,FAIL,184.05,561.7933503620957,205.23952749910114,BUY,1.6708702795059154,2.060652968675225,6.604112146474189,24.803670190075845,57.80323497706612,128.76479915697985,3,2,2등급,★★★★☆,,
AZN,20,0,0,10,0,3,7,FAIL,93.34,130.9591624688025,40.303366690381935,BUY,13.779874229338015,6.85599013738148,11.140946118682196,14.702192357735505,154.86686608149856,46.03771505337064,3,2,2등급,★★★★☆,,
DOC,20,0,0,8,0,2,10,FAIL,17.565,2.88,-83.60375747224596,WAIT,5.0776805342145925,3.622680177173392,15.771391065977625,42.38753274523666,129.51164799251924,0.0,3,2,2등급,★★★★☆,,
TTD,20,0,0,1,0,9,10,FAIL,32.685,533.0361805876117,1530.8281492660599,BUY,8.04009726136153,3.080315162124967,9.552021364948743,27.57955483900368,107.24484553997853,166.28760937957833,3,2,2등급,★★★★☆,,
COF,20,0,0,10,0,0,10,FAIL,220.14,92.72000000000001,-57.88134823294266,WAIT,10.074898116390537,0.0,15.639415224259784,44.7529520139767,706.3700973940511,0.0,3,2,2등급,★★★★☆,,
PFE,20,0,0,7,0,3,10,FAIL,26.09,11.280000000000001,-56.765044078190876,WAIT,14.76021026956437,8.237195581358419,15.729258471088457,16.411373439591298,141.60402707390904,0.0,3,2,2등급,★★★★☆,,
PFG,20,0,0,5,0,5,10,FAIL,93.04,53.44,-42.56233877901978,WAIT,22.51988692691207,0.0,13.80920725697145,24.182903649468404,2725.8136094674555,0.0,3,2,2등급,★★★★☆,,
KDP,20,0,0,10,0,3,7,FAIL,27.6499,8.99257192410005,-67.47701827456861,WAIT,6.717831000509549,4.184450139592964,11.441707110010988,11.204498652549987,120.39351565400322,1.9609709838053435,3,2,2등급,★★★★☆,,
PANW,20,0,0,5,0,5,10,FAIL,186.085,12.8,-93.12142300561571,WAIT,-9.410635994787688,4.7367879190605455,11.48296956934363,36.74983499751454,201.3163948673381,0.0,4,1,1등급,★★★★★,,
INCY,20,0,0,1,0,12,7,FAIL,99.995,1.2000000000000002,-98.79993999699985,WAIT,6.752005681555725,5.101117408380666,8.991529178909632,14.658117695132125,57.9150070715286,0.0,3,2,2등급,★★★★☆,,
GEN,20,0,0,10,0,0,10,FAIL,25.465,8.24,-67.64186137836246,WAIT,-195.39635161649022,10.555668567106428,25.607784608219998,35.42483294253732,582.8999559277214,0.0,4,1,1등급,★★★★★,,
NTRS,20,0,0,13,0,0,7,FAIL,150.02,325.97357381788845,117.28674431268394,BUY,12.35152742778564,0.0,20.20225259577255,12.87155553663897,1116.0113853179444,26.142982830056162,3,2,2등급,★★★★☆,,
CINF,20,0,0,5,0,5,10,FAIL,157.605,116.24,-26.245994733669615,WAIT,9.023615711686967,3.546835596660493,10.400891236486101,24.841047508816605,161.93756727664154,0.0,3,2,2등급,★★★★☆,,
FSLR,19,0,0,7,0,12,0,FAIL,245.49,96.16,-60.82936168479368,WAIT,9.287352701285043,5.92883589736558,18.02157964867204,-10.70615655815549,51.98049482944508,0.0,3,2,2등급,★★★★☆,,
NWS,19,0,0,3,0,12,4,FAIL,30.88,67.53859336479454,118.7130614144901,BUY,6.537409554263931,3.886481909351601,6.260850275834525,6.724910894889678,69.69455208570777,25.389262728393792,4,1,1등급,★★★★★,,
COO,19,0,0,5,0,10,4,FAIL,80.35,14.960000000000003,-81.38145612943372,WAIT,4.669293672305791,3.5745634199011813,9.770162553731438,9.397738009814216,50.439985920450546,0.0,4,1,1등급,★★★★★,,
MDLZ,19,0,0,10,0,5,4,FAIL,59.1,135.6656774921087,129.55275379375416,BUY,14.910277537488104,5.994967501390273,11.682900930293442,9.733387228924187,154.23659587108273,32.094585777906644,3,2,2등급,★★★★☆,,
HRL,19,0,0,5,0,10,4,FAIL,24.96,6.96,-72.11538461538461,WAIT,9.913465959379687,6.166338625852699,6.320656371655476,6.545371779262135,69.32268647267601,0.0,4,1,1등급,★★★★★,,
CTVA,19,0,0,5,0,10,4,FAIL,73.1,10.4,-85.77291381668947,WAIT,3.760526748408226,2.7378376384611065,5.400771204377545,5.833452092346174,70.5998570768002,0.0,3,2,2등급,★★★★☆,,
DASH,19,0,0,0,0,12,7,FAIL,212.21,2.4000000000000004,-98.86904481409924,WAIT,-8.944192410196939,-5.3938814522413905,-8.683375341433187,10.916012046102496,64.52646418044343,0.0,3,2,2등급,★★★★☆,,
NWSA,19,0,0,3,0,12,4,FAIL,26.72,67.53859336479454,152.76419672453045,BUY,6.537409554263931,3.886481909351601,6.260850275834525,6.724910894889678,69.69455208570777,25.389262728393792,4,1,1등급,★★★★★,,
WAB,19,0,0,5,0,7,7,FAIL,228.02,239.79547927537385,5.1642308899981755,BUY,8.167461054425749,5.32726179159341,8.719515102673578,12.26134208931157,84.91725299772074,32.12360651618593,3,2,2등급,★★★★☆,,
PGR,18,0,0,3,0,5,10,FAIL,209.17,32337.121280797306,15359.731931346423,BUY,18.976170466664197,4.693077276312677,6.332654954222729,16.549706309181,313.2116759798367,249.33350584374918,3,2,2등급,★★★★☆,,
KVUE,18,0,0,10,0,1,7,FAIL,17.455,4.32,-75.25064451446578,WAIT,11.94392384334101,6.585361990453888,10.414980236219082,13.498431538299505,164.8014067025238,0.0,3,2,2등급,★★★★☆,,
L,18,0,0,5,0,3,10,FAIL,102.14,297.7996133135219,191.56022450902867,BUY,7.715177862540467,2.0720840253873845,7.733146849283666,17.77190255753846,375.04980663307157,37.71164453821658,3,2,2등급,★★★★☆,,
MET,18,0,0,5,0,3,10,FAIL,76.637,348.6572100350549,354.9463184037148,BUY,13.02254938741603,0.6802690308398406,5.477841132552555,20.109789296665664,2367.476771725269,45.158391982298426,3,2,2등급,★★★★☆,,
NEE,18,0,0,13,0,1,4,FAIL,87.665,115.56083885199979,31.8209534614724,BUY,13.278368035460915,4.126885051336512,24.617202496092673,6.115448208768349,258.0447496057963,27.07112031577543,3,2,2등급,★★★★☆,,
CMCSA,18,0,0,8,0,3,7,FAIL,29.015,615.0429934889339,2019.7414905701671,BUY,14.721789245291752,5.632155397948715,10.055461224582304,10.40432456971279,210.30504908835903,84.97263590341639,3,2,2등급,★★★★☆,,
DELL,18,0,0,5,0,11,2,FAIL,116.4,51.04,-56.15120274914091,WAIT,-217.58798111761175,5.869819650683782,4.130193375883368,4.155537811244474,-5474.561403508772,0.0,4,1,1등급,★★★★★,,
EBAY,18,0,0,5,0,3,10,FAIL,95.9299,31.52,-67.14267397339098,WAIT,18.975005691829455,6.641809820419799,11.204798718014507,18.977086448609175,275.436215587437,0.0,3,2,2등급,★★★★☆,,
BDX,17,0,0,5,0,5,7,FAIL,204.62,46.56,-77.24562603851041,WAIT,6.495985882049007,3.8117250882185725,8.30528773390541,11.792301818110692,117.90074832611263,0.0,4,1,1등급,★★★★★,,
DD,17,0,0,7,0,8,2,FAIL,44.55,13.440000000000001,-69.83164983164983,WAIT,8.946280864811085,2.9274372989436674,18.086803973399533,4.80533089742442,55.00214132762312,0.0,3,2,2등급,★★★★☆,,
TAP,17,0,0,3,0,7,7,FAIL,48.82,42.800000000000004,-12.331011880376886,WAIT,4.794097530230398,3.960993625258574,5.374676430527097,10.171748543995253,96.32764046316947,0.0,3,2,2등급,★★★★☆,,
MHK,17,0,0,3,0,12,2,FAIL,118.98,61388.00835571699,51495.23311120944,BUY,0.46828627695656255,0.6864697473121719,0.34830725323677214,4.485691400471899,69.14876711603146,356.856595353453,3,2,2등급,★★★★☆,,
AWK,16,0,0,15,0,1,0,FAIL,128.9599,70.97748951550432,-44.96158145632533,WAIT,10.155641238700342,4.322030191351618,22.119420381071468,-25.156756342488546,217.75067750677505,9.321633322024248,3,2,2등급,★★★★☆,,
SOLV,16,0,0,6,0,0,10,FAIL,76.82,22.08,-71.25748502994011,WAIT,13.054425998985868,8.281659739004615,12.91431793314099,15.713916241035866,388.5772220344711,0.0,3,2,2등급,★★★★☆,,
TXT,16,0,0,5,0,7,4,FAIL,87.21,39.64793131870743,-54.537402455329165,WAIT,12.24143672685378,5.702917364058243,6.478399071679738,6.6233704157751205,133.73126041088284,3.9116016026647715,3,2,2등급,★★★★☆,,
GNRC,16,0,0,5,0,7,4,FAIL,172.05,43.120000000000005,-74.93751816332461,WAIT,12.411563272374517,7.410562998501039,6.764455650820001,7.742362067504895,104.71519213175115,0.0,3,2,2등급,★★★★☆,,
GPN,16,0,0,1,0,5,10,FAIL,73.66,23297.231109887995,31528.062869790927,BUY,3.945368911835858,2.6580016062171725,8.998881336220393,20.9653717433327,107.14969907120452,292.4283374069717,3,2,2등급,★★★★☆,,
ZBRA,16,0,0,5,0,7,4,FAIL,237.74,105.37787183923254,-55.67516116798497,WAIT,13.804895792159721,8.55336455435893,8.355506211507505,8.103902496535992,122.19743446737313,7.555482511036216,3,2,2등급,★★★★☆,,
APO,15,0,0,0,0,5,10,FAIL,131.44,58.64,-55.38648813146683,WAIT,10.97754736097805,0.9148263864144436,5.036146557261925,22.12312357447924,2010.7517533182634,0.0,3,2,2등급,★★★★☆,,
XYZ,15,0,0,1,0,12,2,FAIL,65.5,36.48,-44.30534351145038,WAIT,3.511411992372256,3.4766113467283293,2.9902078595992116,2.0800123296066677,73.08013303785248,0.0,3,2,2등급,★★★★☆,,
GILD,15,0,0,5,0,0,10,FAIL,139.85,3.04,-97.8262424025742,WAIT,16.30445120669571,6.8692874611460235,13.131094987714837,31.263828992033428,205.63372995344028,0.0,3,2,2등급,★★★★☆,,
PRU,15,0,0,3,0,5,7,FAIL,107.07,60.0,-43.96189408797982,WAIT,4.447878158478651,0.0,1.8510770321746381,11.025914122203387,2531.074196326062,0.0,3,2,2등급,★★★★☆,,
WEC,15,0,0,12,0,1,2,FAIL,110.31,44.63702174580072,-59.534927254282735,WAIT,11.9981233825189,4.548798995230424,15.81489264628145,2.756235262171129,278.1504015967293,4.182208578382829,3,2,2등급,★★★★☆,,
UDR,15,0,0,5,0,0,10,FAIL,36.96,2.08,-94.37229437229438,WAIT,5.285451280272146,3.947358243258605,12.796591871593682,35.552875374766494,186.93894206124816,0.0,3,2,2등급,★★★★☆,,
ALL,15,0,0,3,0,5,7,FAIL,195.91,135.92,-30.621203613904346,WAIT,4.445654037666717,1.1014635964345123,1.4896956729343582,10.0057848548715,420.9029008488014,0.0,3,2,2등급,★★★★☆,,
EQIX,15,0,0,10,0,1,4,FAIL,812.835,81.50753852023202,-89.97243739255421,WAIT,6.6368751761547875,3.588949082077829,10.285846576180072,5.616045609515758,159.1735659373152,5.271735051638005,3,2,2등급,★★★★☆,,
BXP,15,0,0,5,0,0,10,FAIL,64.08,0.72,-98.87640449438202,WAIT,5.774297326969612,4.466894596241713,11.179745414791908,39.07952206099267,334.46165948808016,0.0,3,2,2등급,★★★★☆,,
VLO,14,0,0,5,0,5,4,FAIL,183.975,68.64,-62.69058295964125,WAIT,31.2544678658078,14.227805737437194,4.9238170331155695,5.456245769212642,133.08583550913838,0.0,3,2,2등급,★★★★☆,,
VTR,14,0,0,5,0,2,7,FAIL,76.055,1.52,-98.00144632174084,WAIT,-0.048579313533516855,2.406308653651982,-0.13733034473937256,13.824116156566198,142.57663467074022,0.0,3,2,2등급,★★★★☆,,
WYNN,14,0,0,0,0,10,4,FAIL,115.612,34.800000000000004,-69.89931840985363,WAIT,-152.49204088193554,9.48183438609451,2.307764632530514,5.343606941669035,-6221.67370773685,0.0,3,2,2등급,★★★★☆,,
STX,14,0,0,0,0,10,4,FAIL,431.385,12.64,-97.06990275507957,WAIT,511.4986648647328,8.715459885078687,4.030246230806978,9.852034900689482,-619.047619047619,0.0,3,2,2등급,★★★★☆,,
AMZN,14,0,0,3,0,9,2,FAIL,246.26,44.24000000000001,-82.03524729960205,WAIT,11.308543322044471,5.243955361397852,4.683603757580886,2.490663489940607,118.51732699234185,0.0,3,2,2등급,★★★★☆,,
UHS,14,0,0,5,0,7,2,FAIL,199.97,737.9603847814776,269.0355477228972,BUY,13.405729421557576,6.987157816202262,5.761226606986408,4.242174862935596,115.61196644508638,35.656278220246506,3,2,2등급,★★★★☆,,
IBM,14,0,0,3,0,1,10,FAIL,292.16,1042.788771672717,256.9238676316802,BUY,20.941192172951716,5.048721910605967,8.144910740761013,17.43862725386613,402.0287838283224,89.00323336446448,3,2,2등급,★★★★☆,,
LHX,14,0,0,5,0,5,4,FAIL,356.91,216.3972988291097,-39.3692250625901,WAIT,6.6564065076555,4.385942471030027,6.528762845112553,9.913053391926475,114.90212155375627,19.729506918545802,3,2,2등급,★★★★☆,,
SRE,13,0,0,12,0,1,0,FAIL,86.89,106.72051874769022,22.82255581504226,BUY,9.253235323968987,2.9636080376405247,18.30389275366417,-22.437728451430427,186.82222648998143,15.557233958942152,3,2,2등급,★★★★☆,,
IRM,13,0,0,3,0,10,0,FAIL,91.87,4.88,-94.68814629367586,WAIT,46.24116263622244,4.7284158558210985,5.7349047504594175,-4.6824872183304596,-3765.2136062426207,0.0,3,2,2등급,★★★★☆,,
COIN,13,0,0,0,0,9,4,FAIL,211.6,75.84000000000002,-64.15879017013232,WAIT,-7.172591637398177,2.954835084683484,-13.27846429090198,6.336833431225453,119.34706206439682,0.0,3,2,2등급,★★★★☆,,
NEM,13,0,0,0,0,9,4,FAIL,129.19,23.36,-81.91810511649508,WAIT,0.12608394418014748,2.2052551323137757,-2.2645437766424243,8.603473129431455,87.67709168671477,0.0,3,2,2등급,★★★★☆,,
TEAM,13,0,0,3,0,0,10,FAIL,138.17,-9.28,0.0,WAIT,-87.37966158036033,-9.470076938511449,-13.066944146449769,27.64222247176639,404.63551857915616,0.0,3,2,2등급,★★★★☆,,
BEN,13,0,0,3,0,3,7,FAIL,25.51,7.28,-71.46217169737358,WAIT,6.682182325109315,3.421154937545058,9.581340566297486,13.573967818928852,150.5199622447797,0.0,4,1,1등급,★★★★★,,
BKR,12,0,0,1,0,7,4,FAIL,57.045,23.840000000000003,-58.20843193969672,WAIT,8.700079799397079,-2.3335657214861736,5.16055811933093,6.278774304598794,126.12015389168394,0.0,3,2,2등급,★★★★☆,,
MDB,12,0,0,0,0,10,2,FAIL,422.84,-13.840000000000002,0.0,WAIT,-28.47337653042375,-8.58516956040379,-19.73614467356103,2.7925982319258553,23.293199972396184,0.0,4,1,1등급,★★★★★,,
LKQ,12,0,0,5,0,3,4,FAIL,33.15,21.04,-36.53092006033182,WAIT,15.905345601105056,7.666971057053868,6.845928112375916,6.958370353066138,148.29649326907096,0.0,3,2,2등급,★★★★☆,,
MU,12,0,0,0,0,12,0,FAIL,425.57,60.720000000000006,-85.73207697911036,WAIT,5.418569393215231,4.340788437366523,4.162724752389669,-6.073590108420346,52.862549616911295,0.0,4,1,1등급,★★★★★,,
CAG,12,0,0,5,0,3,4,FAIL,17.9254,31.540984204676636,75.95693376257509,BUY,8.736536968735361,5.0404256363544775,6.5180558538024425,9.01489970068887,134.35131595150403,9.260824362327934,4,1,1등급,★★★★★,,
FIS,12,0,0,0,0,5,7,FAIL,57.865,20.88,-63.91601140585846,WAIT,-29.08168102381217,2.2192840040079864,-75.2405162426896,11.017719671637623,115.1993884571283,0.0,3,2,2등급,★★★★☆,,
PWR,12,0,0,5,0,3,4,FAIL,473.0501,258.0494540844126,-45.44986797711012,WAIT,11.120540930152876,5.2637039607370015,3.4217308165480476,5.273318634005953,155.1598029498488,34.76887846387102,3,2,2등급,★★★★☆,,
LDOS,12,0,0,5,0,3,4,FAIL,185.06,412.3291962148644,122.80838442389732,BUY,16.364463216013956,6.580430425763814,4.524466857048112,6.55342553668147,195.92021758839527,36.34041835574422,3,2,2등급,★★★★☆,,
CBRE,12,0,0,5,0,5,2,FAIL,169.35,25.120000000000005,-85.16681428993209,WAIT,13.784132237166636,4.793003089004724,3.4522022081445556,2.968511528973726,180.60872666745928,0.0,3,2,2등급,★★★★☆,,
CRWD,12,0,0,1,0,1,10,FAIL,480.05,-0.6400000000000001,0.0,WAIT,-8.03018814151548,-1.7802822290203844,-5.478881261394969,29.47565723274068,164.13083847691138,0.0,4,1,1등급,★★★★★,,
LH,12,0,0,3,0,5,4,FAIL,269.6375,70.72000000000001,-73.77219414955263,WAIT,9.0803688156246,4.5780836621468,6.651009860036562,9.493072025061855,128.070589404138,0.0,3,2,2등급,★★★★☆,,
AIZ,12,0,0,5,0,3,4,FAIL,236.725,1501.1963827016386,534.1520256422596,BUY,11.595440055281315,1.8936099640182364,4.961940155459668,7.26344800230184,585.7775079797129,69.21484381205047,3,2,2등급,★★★★☆,,
STZ,11,0,0,1,0,0,10,FAIL,160.57,-3.6,0.0,WAIT,3.8396105781196095,2.1440240850883674,3.833437742266577,17.848470353146745,210.94885207788434,0.0,4,1,1등급,★★★★★,,
EXC,10,0,0,10,0,0,0,FAIL,44.93,31.348296384234004,-30.22858583522367,WAIT,8.982224035504759,3.706590228432976,10.92392798594563,-10.3401869291133,300.37145722670033,8.478307828020482,3,2,2등급,★★★★☆,,
RTX,10,0,0,5,0,1,4,FAIL,200.37,29.11456718314138,-85.46959765277168,WAIT,6.81142313869645,3.7425970624053604,6.098973797630856,6.0841920717282205,167.7355542256799,0.7117527543689439,3,2,2등급,★★★★☆,,
LYV,10,0,0,5,0,1,4,FAIL,147.31,644.6078366002369,337.58593211610673,BUY,-206.63056534096495,6.165308641182581,2.6394612920871654,5.774509294777201,10211.918297616918,106.9118169655856,3,2,2등급,★★★★☆,,
ED,10,0,0,10,0,0,0,FAIL,105.42,51.56486169723206,-51.08626285597414,WAIT,9.405688846853169,4.157731917075403,13.234172711530865,-8.338571469221383,221.29132137328114,6.040724220145943,3,2,2등급,★★★★☆,,
CNP,10,0,0,10,0,0,0,FAIL,39.605,12.64,-68.08483777300846,WAIT,9.854083329501265,3.8298293741560507,11.224983649158181,-20.49454417079492,310.3506469154322,0.0,3,2,2등급,★★★★☆,,
GLW,10,0,0,5,0,1,4,FAIL,109.97,4.64,-95.78066745476039,WAIT,6.9081318264027125,3.9261538792656645,5.915864160616529,6.478585177643051,155.95171252105558,0.0,3,2,2등급,★★★★☆,,
CNC,10,0,0,5,0,3,2,FAIL,41.25,742.4911727047717,1699.978600496416,BUY,9.322440746197739,3.5316822131511945,1.5376149464825442,2.6822723132618047,211.79477470655056,74.59407718316112,3,2,2등급,★★★★☆,,
LYB,10,0,0,5,0,1,4,FAIL,50.04,33.2,-33.653077537969615,WAIT,19.345213368401797,7.726399843949953,5.40393118044096,7.197718398464022,185.8289199165463,0.0,3,2,2등급,★★★★☆,,
EVRG,10,0,0,10,0,0,0,FAIL,77.01,39.365729373334545,-48.88231479894229,WAIT,8.093075215376958,4.104208294045208,13.68725701613875,-6.227071266986125,223.9367152184832,7.657856505125937,3,2,2등급,★★★★☆,,
ZS,10,0,0,0,0,0,10,FAIL,221.15,-2.16,0.0,WAIT,-25.70352059690034,-4.57229241246925,-13.12532533631793,24.001622533721186,256.8045538392451,0.0,4,1,1등급,★★★★★,,
GM,10,0,0,5,0,5,0,FAIL,84.815,54.513171808952784,-35.72696833230822,WAIT,13.310769685825486,3.467083882688741,5.145516320532958,-2.871265013256794,339.56589294774227,1.9387910899201666,3,2,2등급,★★★★☆,,
CMI,10,0,0,3,0,5,2,FAIL,572.84,1291.5049936095568,125.45649633572317,BUY,23.563502582983386,8.576025217867661,7.13023407321874,4.208536624545578,196.9817933988901,36.9789309099305,3,2,2등급,★★★★☆,,
COR,10,0,0,5,0,3,2,FAIL,347.97,63.68,-81.69957180216684,WAIT,-32.99063715212082,2.8256540075731738,0.5936943113849655,1.0649425207294954,4963.002919724486,0.0,4,1,1등급,★★★★★,,
PNW,10,0,0,10,0,0,0,FAIL,94.595,72.67329978267303,-23.174269482876444,WAIT,8.375892973239067,3.3759445961983876,11.247671208291342,-12.284459372397043,284.9333114806233,10.907481639283812,3,2,2등급,★★★★☆,,
SO,10,0,0,10,0,0,0,FAIL,88.645,54.84176252844143,-38.133270315932734,WAIT,12.507587512564493,4.2992108053303895,14.76216894691016,-2.8418493758266172,326.7465670922669,10.631206283222738,3,2,2등급,★★★★☆,,
TSN,10,0,0,3,0,5,2,FAIL,65.39,18.0,-72.4728551766325,WAIT,5.737158308539758,3.9916722718972366,2.117463677385038,1.294272936226471,101.06579662860251,0.0,3,2,2등급,★★★★☆,,
F,10,0,0,5,0,3,2,FAIL,13.805,11.68,-15.392973560304238,WAIT,6.231427584526794,1.339464921208692,1.4639462776439516,2.475703520818864,536.0499609679938,0.0,3,2,2등급,★★★★☆,,
AEP,10,0,0,10,0,0,0,FAIL,119.02,78.83824827020308,-33.760503889931876,WAIT,9.804832505389042,4.256425041988422,12.808440979068576,-8.532717149633735,282.40968237590835,11.479221949667995,3,2,2등급,★★★★☆,,
HII,10,0,0,5,0,3,2,FAIL,420.43,111.68000000000002,-73.43671954903314,WAIT,15.00685793808495,6.012473986698915,5.378999284663778,3.5531766652977965,160.20145735105015,0.0,3,2,2등급,★★★★☆,,
APTV,10,0,0,3,0,3,4,FAIL,77.9744,1115.135092823873,1330.129751333608,BUY,17.50026377012928,10.317676759544318,9.03804678025122,5.176945774560297,163.40381991814462,88.44151368961313,3,2,2등급,★★★★☆,,
PODD,10,0,0,5,0,3,2,FAIL,262.775,1091259.4613320904,415182.83182650205,BUY,21.215435188920583,8.58153235373087,10.900187438426572,4.506496858872871,154.84483327830966,808.6882225022429,3,2,2등급,★★★★☆,,
ADM,10,0,0,5,0,3,2,FAIL,68.64,29.200000000000003,-57.45920745920745,WAIT,13.474926657187046,6.550304696314245,3.3619707041104854,2.239335853006009,139.1194514615662,0.0,3,2,2등급,★★★★☆,,
D,10,0,0,10,0,0,0,FAIL,60.98,155.99378482991438,155.81138870107313,BUY,6.48905151076783,2.5816952142506064,12.448607900015993,-34.28575457156229,265.0093567680622,49.61724867446744,3,2,2등급,★★★★☆,,
XEL,10,0,0,10,0,0,0,FAIL,76.32,31.779770330369487,-58.35983971387645,WAIT,10.127057294365697,4.614024897483463,12.736415915672174,-9.526658184962095,258.7491035754534,4.171661289301087,3,2,2등급,★★★★☆,,
VST,10,0,0,0,0,3,7,FAIL,161.81,58.089032,-64.10046845065199,WAIT,16.946645578953483,4.285189733352454,5.533998733742787,11.346673312527043,577.8635547576303,0.0,3,2,2등급,★★★★☆,,
AEE,10,0,0,10,0,0,0,FAIL,104.03,39.67287652058682,-61.864004113633754,WAIT,10.04292127649203,4.022894982608175,14.787751914144456,-17.245651465436904,267.08766716196135,3.3263204726436513,3,2,2등급,★★★★☆,,
CMS,10,0,0,10,0,0,0,FAIL,72.16,42.170305404005994,-41.559998054315415,WAIT,11.958794572226934,4.201562073770041,11.656873554884953,-14.700244100238107,330.15795868772784,8.19640115683493,3,2,2등급,★★★★☆,,
NI,10,0,0,10,0,0,0,FAIL,44.225,12.960000000000003,-70.6953080836631,WAIT,9.336137888584688,4.069313416906286,13.552557706345747,-14.089278269657092,243.19799175514154,0.0,3,2,2등급,★★★★☆,,
DUK,10,0,0,10,0,0,0,FAIL,120.59,219.17492614069363,81.752157011936,BUY,6.6600725723250775,3.8544698382232756,11.180999594485945,-9.377457792163742,269.49686789290985,30.947115841270612,3,2,2등급,★★★★☆,,
TMUS,10,0,0,3,0,3,4,FAIL,186.395,2746.1608248034727,1373.3017649633694,BUY,11.645145653913943,4.823048877770996,9.257337426794772,7.15739046424173,236.94789523979205,116.54838693348685,3,2,2등급,★★★★☆,,
JCI,10,0,0,5,0,1,4,FAIL,115.77,25.839052431494487,-77.68070101797142,WAIT,10.39474014597173,4.259479403867536,7.71069190228821,7.406708234402401,157.37358678096658,7.269983290147364,3,2,2등급,★★★★☆,,
DOW,9,0,0,5,0,0,4,FAIL,27.49,12.560000000000002,-54.31065842124407,WAIT,10.570644411354241,4.734426950623753,3.989980413381191,5.087275361464566,227.37539613944108,0.0,3,2,2등급,★★★★☆,,
MOS,9,0,0,1,0,4,4,FAIL,28.465,4.4,-84.54242051642366,WAIT,13.574306125450015,7.316650292608249,9.603728529973363,7.273305351761995,98.49247544067443,0.0,3,2,2등급,★★★★☆,,
CRL,9,0,0,1,0,4,4,FAIL,215.41,1.6,-99.25723039784597,WAIT,9.943177159827984,5.077487163690629,7.992279498051871,9.550176418673116,116.14223647935593,0.0,3,2,2등급,★★★★☆,,
